0,1,0,752,0,0,0,0,0,0,0,-1
4723,10,0,606,105,0,0,743,552,0,0,-1
4724,76,-83,606,105,0,0,50,128,601,0,-1
4728,-86,73,605,105,0,0,50,-128,598,0,-1
4732,18,-38,606,105,0,0,50,45,594,0,-1
4736,-13,-6,605,105,0,0,50,-5,595,0,-1
4740,2,-24,605,104,0,0,50,20,595,0,-1
4744,1,-23,605,104,0,0,50,19,598,0,-1
4748,1,-22,605,103,0,0,50,19,599,0,-1
4752,12,-42,606,103,-1,0,50,43,603,0,-1
4756,0,-23,606,102,-1,0,50,18,606,0,-1
4760,-13,-8,605,101,-1,0,50,-4,606,0,-1
4764,17,-39,606,100,-1,0,50,45,604,0,-1
4768,-14,-6,605,99,-1,0,50,-5,605,0,-1
4772,12,-44,606,98,-2,0,50,45,606,0,-1
4776,-2,-26,606,97,-2,0,50,18,605,0,-1
4780,-6,-31,606,96,-3,0,50,20,606,0,-1
4784,12,-44,607,95,-3,0,50,45,608,0,-1
4788,11,-44,608,93,-3,0,50,44,604,0,-1
4792,-18,-13,607,92,-4,0,50,-3,613,0,-1
4796,-5,-34,607,91,-5,0,50,23,612,0,-1
4800,-3,-30,607,89,-5,0,50,21,612,0,-1
4804,5,-52,608,88,-6,0,50,46,607,0,-1
4808,-13,-39,608,86,-7,0,50,20,608,0,-1
4812,-9,-37,608,85,-7,0,50,22,606,0,-1
4816,-23,-21,607,84,-8,0,50,-2,614,0,-1
4820,-19,-17,606,82,-9,0,50,-1,625,0,-1
4824,4,-22,606,80,-9,0,50,21,632,0,-1
4828,-23,13,604,79,-10,0,50,-29,641,0,-1
4832,3,-23,604,77,-11,-1,50,21,644,0,-1
4836,-21,17,602,75,-11,-1,50,-31,644,0,-1
4840,-5,1,601,74,-12,-1,50,-5,645,0,-1
4844,14,-5,601,72,-12,-1,50,16,645,0,-1
4848,-1,11,600,70,-12,-1,50,-9,637,0,-1
4852,-20,22,598,68,-13,-1,50,-34,634,0,-1
4856,5,-12,598,66,-13,-2,50,14,630,0,-1
4860,6,-7,598,65,-13,-2,50,11,628,0,-1
4864,-21,26,596,63,-13,-2,50,-37,627,0,-1
4868,-17,28,594,61,-13,-2,50,-36,628,0,-1
4872,45,-29,596,59,-13,-2,50,59,628,0,-1
4876,-23,30,594,57,-13,-3,50,-43,627,0,-1
4880,27,-16,595,55,-13,-3,50,35,626,0,-1
4884,-8,14,594,53,-13,-3,50,-18,618,0,-1
4888,7,-3,594,51,-13,-3,50,8,615,0,-1
4892,5,-3,594,50,-13,-3,50,7,612,0,-1
4896,16,-23,595,48,-13,-3,50,31,604,0,-1
4900,-1,-9,595,46,-13,-3,50,6,601,0,-1
4904,0,-10,595,44,-13,-3,50,8,601,0,-1
4908,1,-9,595,42,-13,-3,50,8,605,0,-1
4912,-12,7,594,40,-13,-3,50,-16,608,0,-1
4916,20,-21,595,38,-13,-3,50,33,611,0,-1
4920,4,-3,595,36,-13,-3,50,6,613,0,-1
4924,21,-19,596,34,-14,-3,50,32,613,0,-1
4928,46,-55,599,31,-14,-3,50,81,614,0,-1
4932,-47,35,596,29,-14,-3,50,-66,608,0,-1
4936,2,-14,596,27,-14,-3,50,14,607,0,-1
4940,5,-5,596,25,-14,-2,50,9,606,0,-1
4944,-10,8,595,23,-14,-2,50,-15,606,0,-1
4948,15,-28,596,21,-15,-2,50,34,609,0,-1
4952,-16,5,595,19,-15,-2,50,-16,609,0,-1
4956,2,-9,595,17,-15,-2,50,9,612,0,-1
4960,3,-7,595,15,-15,-2,50,8,613,0,-1
4964,17,-23,596,13,-15,-2,50,32,610,0,-1
4968,-13,7,595,10,-15,-2,50,-16,610,0,-1
4972,33,-41,597,8,-15,-2,50,59,608,0,-1
4976,-21,0,596,6,-16,-2,50,-17,607,0,-1
4980,-2,-16,596,4,-16,-2,50,10,607,0,-1
4984,-18,0,595,3,-16,-2,50,-15,608,0,-1
4988,14,-28,596,1,-16,-2,50,34,609,0,-1
4992,-6,-16,596,0,-17,-2,50,7,612,0,-1
4996,-19,0,595,-1,-17,-2,50,-15,611,0,-1
5000,-2,-14,595,-2,-17,-2,50,9,611,0,-1
5004,-2,-12,595,-3,-17,-2,50,8,611,0,-1
5008,-1,-11,595,-4,-17,-2,50,8,611,0,-1
5012,0,-10,595,-4,-17,-2,50,8,612,0,-1
5016,-5,-16,595,-5,-18,-2,50,8,612,0,-1
5020,11,-29,596,-5,-18,-2,50,32,612,0,-1
